indicator,state,year,value,source_title,source_url,reporting_period,reporting_org,notes,verified_on
unemployment-rate-urban,Goa,2004,87.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2004-05,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Goa,2009,41.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2009-10,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Goa,2011,46.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2011-12,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Goa,2017,138.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2017-18,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Goa,2018,91.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2018-19,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Goa,2019,84.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2019-20,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Goa,2020,109.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2020-21,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Goa,2021,116.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2021-22,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Goa,2022,87.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2022-23,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Goa,2023,82.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2023-24,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Gujarat,1993,33.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,1993-94,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Gujarat,1999,20.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,1999-00,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Gujarat,2004,24.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2004-05,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Gujarat,2009,18.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2009-10,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Gujarat,2011,8.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2011-12,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Gujarat,2017,43.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2017-18,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Gujarat,2018,32.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2018-19,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Gujarat,2019,30.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2019-20,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Gujarat,2020,46.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2020-21,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Gujarat,2021,28.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2021-22,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Gujarat,2022,22.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2022-23,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Gujarat,2023,23.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2023-24,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Haryana,1993,26.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,1993-94,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Haryana,1999,27.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,1999-00,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Haryana,2004,40.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2004-05,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Haryana,2009,25.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2009-10,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Haryana,2011,42.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2011-12,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Haryana,2017,73.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2017-18,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Haryana,2018,87.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2018-19,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Haryana,2019,65.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2019-20,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Haryana,2020,81.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2020-21,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Haryana,2021,89.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2021-22,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Haryana,2022,65.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2022-23,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Haryana,2023,40.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2023-24,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Himachal Pradesh,1993,26.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,1993-94,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Himachal Pradesh,1999,66.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,1999-00,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Himachal Pradesh,2004,38.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2004-05,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Himachal Pradesh,2009,49.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2009-10,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Himachal Pradesh,2011,40.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2011-12,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Himachal Pradesh,2017,87.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2017-18,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Himachal Pradesh,2018,88.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2018-19,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Himachal Pradesh,2019,59.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2019-20,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Himachal Pradesh,2020,69.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2020-21,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Himachal Pradesh,2021,87.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2021-22,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Himachal Pradesh,2022,151.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2022-23,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Himachal Pradesh,2023,90.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2023-24,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Jammu and Kashmir,1993,66.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,1993-94,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Jammu and Kashmir,1999,50.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,1999-00,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Jammu and Kashmir,2004,49.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2004-05,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Jammu and Kashmir,2009,60.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2009-10,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Jammu and Kashmir,2011,70.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2011-12,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Jammu and Kashmir,2017,100.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2017-18,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Jammu and Kashmir,2018,101.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2018-19,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Jammu and Kashmir,2019,132.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2019-20,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Jammu and Kashmir,2020,133.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2020-21,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Jammu and Kashmir,2021,129.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2021-22,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Jammu and Kashmir,2022,102.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2022-23,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Jammu and Kashmir,2023,114.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2023-24,NSO (NSSO EUS / PLFS),,2026-08-06
unemployment-rate-urban,Jharkhand,2004,65.0,"RBI Handbook of Statistics on Indian States, Table 9: State-wise Unemployment Rate, Usual Status Adjusted (Urban Overall)",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2004-05,NSO (NSSO EUS / PLFS),,2026-08-06
