indicator,state,year,value,source_title,source_url,reporting_period,reporting_org,notes,verified_on
total-fertility-rate,Rajasthan,2004,3.7,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2004,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Rajasthan,2005,3.7,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2005,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Rajasthan,2006,3.5,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2006,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Rajasthan,2007,3.4,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2007,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Rajasthan,2008,3.3,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2008,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Rajasthan,2009,3.3,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2009,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Rajasthan,2010,3.1,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2010,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Rajasthan,2011,3.0,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2011,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Tamil Nadu,2003,1.9,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2003,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Tamil Nadu,2004,1.8,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2004,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Tamil Nadu,2005,1.7,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2005,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Tamil Nadu,2006,1.7,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2006,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Tamil Nadu,2007,1.6,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2007,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Tamil Nadu,2008,1.7,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2008,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Tamil Nadu,2009,1.7,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2009,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Tamil Nadu,2010,1.7,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2010,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Tamil Nadu,2011,1.7,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2011,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Uttar Pradesh,2003,4.4,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2003,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Uttar Pradesh,2004,4.4,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2004,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Uttar Pradesh,2005,4.2,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2005,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Uttar Pradesh,2006,4.2,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2006,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Uttar Pradesh,2007,3.9,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2007,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Uttar Pradesh,2008,3.8,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2008,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Uttar Pradesh,2009,3.7,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2009,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Uttar Pradesh,2010,3.5,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2010,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Uttar Pradesh,2011,3.4,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2011,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,West Bengal,2003,2.3,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2003,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,West Bengal,2004,2.2,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2004,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,West Bengal,2005,2.1,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2005,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,West Bengal,2006,2.0,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2006,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,West Bengal,2007,1.9,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2007,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,West Bengal,2008,1.9,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2008,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,West Bengal,2009,1.9,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2009,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,West Bengal,2010,1.8,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2010,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,West Bengal,2011,1.7,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2011,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,India,2003,3.0,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2003,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,India,2004,2.9,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2004,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,India,2005,2.9,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2005,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,India,2006,2.8,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2006,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,India,2007,2.7,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2007,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,India,2008,2.6,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2008,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,India,2009,2.6,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2009,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,India,2010,2.5,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2010,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,India,2011,2.4,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2011,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Andhra Pradesh,2012,1.8,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2012,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Andhra Pradesh,2013,1.8,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2013,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Andhra Pradesh,2014,1.8,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2014,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Andhra Pradesh,2015,1.7,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2015,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Andhra Pradesh,2016,1.7,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2016,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Andhra Pradesh,2017,1.6,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2017,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Andhra Pradesh,2018,1.6,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2018,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Andhra Pradesh,2019,1.5,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2019,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Andhra Pradesh,2020,1.5,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2020,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Andhra Pradesh,2021,1.5,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2021,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Andhra Pradesh,2022,1.6,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2022,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Andhra Pradesh,2023,1.5,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2023,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Assam,2012,2.4,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2012,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Assam,2013,2.3,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2013,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Assam,2014,2.3,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2014,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Assam,2015,2.3,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2015,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Assam,2016,2.3,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2016,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Assam,2017,2.3,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2017,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Assam,2018,2.2,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2018,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Assam,2019,2.2,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2019,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Assam,2020,2.1,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2020,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Assam,2021,2.1,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2021,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Assam,2022,2.1,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2022,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Assam,2023,2.0,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2023,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Bihar,2012,3.5,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2012,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Bihar,2013,3.4,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2013,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Bihar,2014,3.2,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2014,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Bihar,2015,3.2,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2015,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Bihar,2016,3.3,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2016,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Bihar,2017,3.2,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2017,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Bihar,2018,3.2,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2018,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Bihar,2019,3.1,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2019,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Bihar,2020,3.0,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2020,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Bihar,2021,3.0,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2021,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Bihar,2022,3.0,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2022,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Bihar,2023,2.8,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2023,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Chhattisgarh,2012,2.7,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2012,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Chhattisgarh,2013,2.6,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2013,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Chhattisgarh,2014,2.6,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2014,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Chhattisgarh,2015,2.5,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2015,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Chhattisgarh,2016,2.5,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2016,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Chhattisgarh,2017,2.4,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2017,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Chhattisgarh,2018,2.4,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2018,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Chhattisgarh,2019,2.3,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2019,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Chhattisgarh,2020,2.2,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2020,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Chhattisgarh,2021,2.2,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2021,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Chhattisgarh,2022,2.3,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2022,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Chhattisgarh,2023,2.2,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2023,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Delhi,2012,1.8,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2012,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Delhi,2013,1.7,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2013,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Delhi,2014,1.7,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2014,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Delhi,2015,1.7,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2015,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Delhi,2016,1.6,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2016,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Delhi,2017,1.5,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2017,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Delhi,2018,1.5,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2018,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Delhi,2019,1.5,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2019,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Delhi,2020,1.4,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2020,Office of the Registrar General (SRS),,2026-08-06
total-fertility-rate,Delhi,2021,1.4,"RBI Handbook of Statistics on Indian States, Table 6: State-wise Total Fertility Rate",https://www.rbi.org.in/Scripts/AnnualPublications.aspx?head=Handbook+of+Statistics+on+Indian+States,2021,Office of the Registrar General (SRS),,2026-08-06
